kind	ann_date	user_id	answer	relation_type	pmid	concept_created	concept_updated	concept_1_id	concept_2_id
re	2016-05-24 15:42:34	340	a86ujdunjj2gt0yeyyl027pp4yqbabotvmu0flwt	g_d	3014426	2015-05-21 17:53:42	2015-05-21 17:53:42	5443	C536008
re	2016-05-24 15:43:04	340	7aqs9bklotxhbq3r5dcofvsskiefb1yn2nkt1y4a	g_d	3014426	2015-05-21 17:53:42	2015-05-21 17:53:42	5443	D004931
re	2016-05-24 15:43:55	340	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	g_d	9621534	2015-05-21 17:54:51	2015-05-21 17:54:51	59330	D001750
re	2016-05-24 16:10:38	340	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	16970037	2015-05-21 17:54:44	2015-05-21 17:54:44	8086	D012021
re	2016-05-24 16:24:00	452	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	9621534	2015-05-21 17:54:51	2015-05-21 17:54:51	59330	D001750
re	2016-05-24 16:24:14	452	7aqs9bklotxhbq3r5dcofvsskiefb1yn2nkt1y4a	g_d	9621534	2015-05-21 17:54:51	2015-05-21 17:54:51	59330	D005764
re	2016-05-24 16:24:19	452	7aqs9bklotxhbq3r5dcofvsskiefb1yn2nkt1y4a	g_d	9621534	2015-05-21 17:54:51	2015-05-21 17:54:51	59330	D004931
re	2016-05-24 16:48:46	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	11914417	2015-05-21 17:54:37	2015-05-21 17:54:37	8086	C536009
re	2016-05-24 16:49:12	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	11914417	2015-05-21 17:54:37	2015-05-21 17:54:37	8086	D000309
re	2016-05-24 16:49:28	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	11914417	2015-05-21 17:54:37	2015-05-21 17:54:37	8086	D009461
re	2016-05-24 16:49:42	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	11914417	2015-05-21 17:54:37	2015-05-21 17:54:37	8086	D004931
re	2016-05-24 16:50:06	364	qq84lkjfh46gmx4a9n1jpwxwrmbajsy1qctb9u8j	g_d	11914417	2015-05-21 17:54:37	2015-05-21 17:54:37	8086	D009134
re	2016-05-24 16:50:24	364	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	g_d	11914417	2015-05-21 17:54:37	2015-05-21 17:54:37	8086	D001342
re	2016-05-24 16:51:08	364	52d80rv4t0h0g14gb83oamjfm8h9rz19zl1ubzku	g_d	11914417	2015-05-21 17:54:37	2015-05-21 17:54:37	8086	D025063
re	2016-05-24 16:52:03	364	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	g_d	12793312	2015-05-21 17:54:33	2015-05-21 17:54:33	5443	D009422
re	2016-05-24 16:53:00	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	12530689	2015-05-21 17:54:30	2015-05-21 17:54:30	8086	C536008
re	2016-05-24 16:53:38	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	12530689	2015-05-21 17:54:30	2015-05-21 17:54:30	8086	C536009
re	2016-05-24 16:54:10	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	12530689	2015-05-21 17:54:30	2015-05-21 17:54:30	8086	D000309
re	2016-05-24 16:54:20	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	12530689	2015-05-21 17:54:30	2015-05-21 17:54:30	8086	D004931
re	2016-05-24 16:55:34	364	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	g_d	12530689	2015-05-21 17:54:30	2015-05-21 17:54:30	8086	D006527
re	2016-05-24 16:55:47	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	12530689	2015-05-21 17:54:30	2015-05-21 17:54:30	8086	D000310
re	2016-05-24 16:55:57	364	52d80rv4t0h0g14gb83oamjfm8h9rz19zl1ubzku	g_d	12530689	2015-05-21 17:54:30	2015-05-21 17:54:30	8086	D025063
re	2016-05-24 16:56:30	364	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	g_d	12530689	2015-05-21 17:54:30	2015-05-21 17:54:30	5443	C536008
re	2016-05-24 17:14:18	2	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	11353896	2015-05-21 17:54:48	2015-05-21 17:54:48	5443	202200
re	2016-05-24 18:14:11	340	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	g_d	19322026	2015-05-21 17:52:05	2015-05-21 17:52:05	8086	D006527
re	2016-05-24 18:18:08	59	7aqs9bklotxhbq3r5dcofvsskiefb1yn2nkt1y4a	g_d	9621534	2015-05-21 17:54:51	2015-05-21 17:54:51	59330	D001750
re	2016-05-24 18:19:00	59	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	g_d	9621534	2015-05-21 17:54:51	2015-05-21 17:54:51	59330	D005764
re	2016-05-24 18:19:48	59	a86ujdunjj2gt0yeyyl027pp4yqbabotvmu0flwt	g_d	7945119	2015-05-21 17:54:39	2015-05-21 17:54:39	5443	D004931
re	2016-05-24 18:20:38	59	a86ujdunjj2gt0yeyyl027pp4yqbabotvmu0flwt	g_d	7945119	2015-05-21 17:54:39	2015-05-21 17:54:39	5443	C536008
re	2016-05-24 18:20:50	59	a86ujdunjj2gt0yeyyl027pp4yqbabotvmu0flwt	g_d	7945119	2015-05-21 17:54:39	2015-05-21 17:54:39	5443	C536009
re	2016-05-24 18:22:18	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	14646395	2015-05-21 17:54:05	2015-05-21 17:54:05	8086	D000309
re	2016-05-24 18:22:57	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	14646395	2015-05-21 17:54:05	2015-05-21 17:54:05	8086	D008607
re	2016-05-24 18:23:06	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	14646395	2015-05-21 17:54:05	2015-05-21 17:54:05	8086	C536008
re	2016-05-24 18:23:07	340	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	g_d	19322026	2015-05-21 17:52:05	2015-05-21 17:52:05	8086	D010900
re	2016-05-24 18:23:17	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	14646395	2015-05-21 17:54:05	2015-05-21 17:54:05	8086	C536009
re	2016-05-24 18:24:20	340	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	19322026	2015-05-21 17:52:05	2015-05-21 17:52:05	8086	D020022
re	2016-05-24 18:25:11	340	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	19322026	2015-05-21 17:52:05	2015-05-21 17:52:05	8086	C536008
re	2016-05-24 18:26:08	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	16970037	2015-05-21 17:54:44	2015-05-21 17:54:44	8086	D012021
re	2016-05-24 18:26:28	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	16970037	2015-05-21 17:54:44	2015-05-21 17:54:44	8086	D020361
re	2016-05-24 18:26:37	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	16970037	2015-05-21 17:54:44	2015-05-21 17:54:44	8086	C536008
re	2016-05-24 18:26:47	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	16970037	2015-05-21 17:54:44	2015-05-21 17:54:44	8086	C536009
re	2016-05-24 18:27:50	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	16970037	2015-05-21 17:54:44	2015-05-21 17:54:44	8086	D000309
re	2016-05-24 18:28:02	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	16970037	2015-05-21 17:54:44	2015-05-21 17:54:44	8086	D009461
re	2016-05-24 18:28:11	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	16970037	2015-05-21 17:54:44	2015-05-21 17:54:44	8086	D018754
re	2016-05-24 18:28:41	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	16970037	2015-05-21 17:54:44	2015-05-21 17:54:44	8086	D025063
re	2016-05-24 18:28:47	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	16970037	2015-05-21 17:54:44	2015-05-21 17:54:44	8086	D018908
re	2016-05-24 18:28:51	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	16970037	2015-05-21 17:54:44	2015-05-21 17:54:44	8086	D009133
re	2016-05-24 18:28:58	452	52d80rv4t0h0g14gb83oamjfm8h9rz19zl1ubzku	g_d	9621534	2015-05-21 17:54:51	2015-05-21 17:54:51	59330	C536009
re	2016-05-24 18:29:13	452	52d80rv4t0h0g14gb83oamjfm8h9rz19zl1ubzku	g_d	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	D009384
re	2016-05-24 18:29:25	452	52d80rv4t0h0g14gb83oamjfm8h9rz19zl1ubzku	g_d	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	D009422
re	2016-05-24 18:29:50	452	ytbg2u85xp0hayhv1sh6kjlonaag1n4kfgidp1o1	g_c	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	D009711
re	2016-05-24 18:30:12	452	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	C536008
re	2016-05-24 18:36:16	59	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	g_d	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	D009384
re	2016-05-24 18:37:15	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	D009422
re	2016-05-24 18:37:22	59	RdKIrcaEOnM4DRk25g5jAfeNC6HSpsFZaiIPqZer	g_c	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	D009711
re	2016-05-24 18:37:29	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	C536008
re	2016-05-24 18:37:45	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	C536009
re	2016-05-24 18:37:51	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	D020734
re	2016-05-24 18:37:57	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	D009896
re	2016-05-24 18:38:01	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	D004931
re	2016-05-24 18:38:11	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	D000310
re	2016-05-24 18:38:17	59	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	19172511	2015-05-21 17:54:43	2015-05-21 17:54:43	8086	C535922
re	2016-05-24 20:06:41	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D006632	223900
re	2016-05-24 20:07:27	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D006632	D003680
re	2016-05-24 20:08:13	364	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	g_c	10714761	2015-05-21 17:54:26	2015-05-21 17:54:26	28925	17996
re	2016-05-24 21:38:37	452	52d80rv4t0h0g14gb83oamjfm8h9rz19zl1ubzku	g_d	11353896	2015-05-21 17:54:48	2015-05-21 17:54:48	5443	202200
re	2016-05-24 22:19:47	31	7aqs9bklotxhbq3r5dcofvsskiefb1yn2nkt1y4a	g_d	9621534	2015-05-21 17:54:51	2015-05-21 17:54:51	59330	D001750
re	2016-05-24 22:20:31	31	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	g_d	9621534	2015-05-21 17:54:51	2015-05-21 17:54:51	59330	D005764
re	2016-05-25 00:01:29	452	52d80rv4t0h0g14gb83oamjfm8h9rz19zl1ubzku	g_d	11353896	2015-05-21 17:54:48	2015-05-21 17:54:48	5443	D020022
re	2016-05-25 06:29:40	31	u0q779rcrevnu6aki694dqka4fnfwvwqgpl06ybl	g_d	3014426	2015-05-21 17:53:42	2015-05-21 17:53:42	5443	C536008
re	2016-05-25 06:32:31	31	7aqs9bklotxhbq3r5dcofvsskiefb1yn2nkt1y4a	g_d	3014426	2015-05-21 17:53:42	2015-05-21 17:53:42	5443	D004931
re	2016-05-25 06:35:35	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D006632	D005334
re	2016-05-25 06:35:52	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D006632	C536009
re	2016-05-25 06:36:09	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D006632	D007239
re	2016-05-25 06:36:25	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D006632	D005166
re	2016-05-25 06:36:49	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D006632	D017696
re	2016-05-25 06:37:21	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D006632	D009123
re	2016-05-25 06:37:57	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D016210	223900
re	2016-05-25 06:38:06	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D016210	D003680
re	2016-05-25 06:38:14	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D016210	D005334
re	2016-05-25 06:38:25	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D016210	C536009
re	2016-05-25 06:38:33	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D016210	D007239
re	2016-05-25 06:38:40	364	8qota4u8hwtcyp65kz9zm0vjyuxwjt12sko084sn	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D016210	D005166
re	2016-05-25 06:38:48	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D016210	D017696
re	2016-05-25 06:38:56	364	nircjx48im90gy5uzqzc79gk3eagg7m36pti8oqi	c_d	2854735	2015-05-21 17:54:27	2015-05-21 17:54:27	D016210	D009123
re	2016-05-25 07:27:01	364	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	g_d	10714761	2015-05-21 17:54:26	2015-05-21 17:54:26	28925	D010182
re	2016-05-25 07:27:59	364	zl4RlTGwZM9Ud3CCXpU2VZa7eQVnJj0MdbsRBMGy	c_d	10714761	2015-05-21 17:54:26	2015-05-21 17:54:26	17996	D010182
re	2016-05-25 07:29:20	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	18175081	2015-05-21 17:54:19	2015-05-21 17:54:19	8086	D003680
re	2016-05-25 07:29:49	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	18175081	2015-05-21 17:54:19	2015-05-21 17:54:19	8086	D009422
re	2016-05-25 07:29:58	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	18175081	2015-05-21 17:54:19	2015-05-21 17:54:19	8086	D015417
re	2016-05-25 07:30:13	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	18175081	2015-05-21 17:54:19	2015-05-21 17:54:19	8086	C536008
re	2016-05-25 07:30:21	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	18175081	2015-05-21 17:54:19	2015-05-21 17:54:19	8086	C536009
re	2016-05-25 07:30:31	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	18175081	2015-05-21 17:54:19	2015-05-21 17:54:19	8086	D000309
re	2016-05-25 07:30:38	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	18175081	2015-05-21 17:54:19	2015-05-21 17:54:19	8086	D000224
re	2016-05-25 07:30:52	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	18175081	2015-05-21 17:54:19	2015-05-21 17:54:19	8086	D009896
re	2016-05-25 07:31:05	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	18175081	2015-05-21 17:54:19	2015-05-21 17:54:19	8086	D004931
re	2016-05-25 07:31:12	364	04110gzdcxz8niuv83ev08ut7lv0xep4iym5sxm5	g_d	18175081	2015-05-21 17:54:19	2015-05-21 17:54:19	8086	D009461
re	2016-05-25 07:31:27	364	52d80rv4t0h0g14gb83oamjfm8h9rz19zl1ubzku	g_d	18175081	2015-05-21 17:54:19	2015-05-21 17:54:19	8086	D025063
